Peptide_ID,MW,pI,Hydrophobicity_GRAVY,Net_Charge_pH7.4,Cys_Count,Cyclizable,Label
sp|P86622|DRT2_PHAJA,3132.63,9.7,0.409,1.25,0,0,1
sp|P86711|OCE1_LEPKN,2549.04,9.53,0.432,1.58,0,0,1
sp|P86724|DEF4_PAPHA,3487.11,8.68,0.443,2.45,6,1,1
sp|P86915|PSB_PSEBL,2538.98,9.7,0.065,1.62,0,0,1
sp|P86973|DEF2_NIGSA,5503.28,8.48,-0.494,2.42,8,1,1
sp|A0A0P0C3P7|BS222_STAPS,5892.79,9.87,-0.304,3.31,0,0,1
sp|A0A193H2X2|CZS3_CRUCA,3000.46,9.7,-0.043,1.62,0,0,1
sp|B3A0M4|BR1A_ODOJI,2561.16,9.5,1.279,2.5,2,1,1
sp|B3EWP8|RDNIN_ACARO,1237.41,6.92,-0.55,-0.37,0,0,1
sp|C0HJC0|PLNKY_LACPN,3497.92,11.47,-0.767,5.55,0,0,1
sp|C0HJH5|NLTP_MORCI,3202.59,4.05,0.267,-2.49,4,1,1
sp|C0HJK0|TX3AB_DINQU,2042.53,10.0,1.16,1.55,0,0,1
sp|C0HJX8|CEC_CALVI,4084.69,11.74,-0.262,5.58,0,0,1
sp|C0HK47|LTX2C_ECTBR,3202.83,9.53,0.689,1.55,0,0,1
sp|C0HK87|PGLB2_XENBO,1956.4,10.3,1.014,2.55,0,0,1
sp|C0HK89|CPFB1_XENBO,2845.43,10.46,0.039,3.55,0,0,1
sp|C0HKF1|OCE1_LEPLB,2193.61,8.51,0.655,0.59,0,0,1
sp|C0HKF2|OCE2_LEPLB,2307.71,8.51,0.474,0.59,0,0,1
sp|C0HKL8|PGBM2_XENBM,1941.34,10.3,0.743,2.55,0,0,1
sp|C0HKP2|PGLR4_XENRU,2027.47,10.3,0.862,2.55,0,0,1
sp|C0HKX7|APDP_SPHSE,1991.3,11.71,-1.588,2.59,0,0,1
sp|C0HKX9|APD2_PIMDI,2253.7,12.0,-1.75,5.59,0,0,1
sp|C0HL01|BR2G_PELRI,3091.65,9.31,0.327,2.5,2,1,1
sp|C0HL04|BR2K_PELRI,3509.17,9.59,0.088,3.5,2,1,1
sp|C0HL06|TP1E_PELRI,1013.27,5.53,2.12,-0.44,0,0,1
sp|C0HL48|BR1B_RANIT,2229.94,9.39,1.54,2.5,2,1,1
sp|C0HLD5|PLS11_PHYTB,1954.4,10.0,1.263,1.55,0,0,1
sp|C0HM31|TPQ_RANTE,1702.09,11.0,1.169,1.55,0,0,1
sp|H0USY4|ATI1C_ALYOB,2266.68,9.7,0.748,1.59,0,0,1
sp|P0C1M1|CRBLE_VESMG,1367.76,8.75,2.023,0.55,0,0,1
sp|P0C1M4|MASTA_VESMG,1556.96,10.3,0.529,2.55,0,0,1
sp|P0C1Q9|MAST2_VESVU,1731.15,10.48,0.08,3.55,0,0,1
sp|P0C5G7|MASTD_VESMG,1497.93,10.3,1.021,2.55,0,0,1
sp|P0C8S7|BR1A_ODOHO,2575.23,9.85,1.263,3.5,2,1,1
sp|P0C8T1|BR1A_PULPI,2499.11,9.6,0.813,3.5,2,1,1
sp|P0CD67|BOL6_BOMLA,2147.6,10.3,0.337,2.59,0,0,1
sp|P0CF01|TX3AB_DINAS,2503.12,10.0,0.652,2.55,0,0,1
sp|P0CJ29|ASCA5_ASCTR,2591.06,10.18,-0.133,3.58,0,0,1
sp|P0DI87|OXLA_BOTIN,5292.82,4.4,-0.378,-4.42,1,0,1
sp|P0DQK8|BR2RP_LITST,2319.76,9.7,0.286,1.55,0,0,1
sp|P0DQT3|MAST2_PARVS,1614.0,8.59,0.871,0.55,0,0,1
sp|P0DQW2|ATI1A_ALYOB,2279.68,9.7,0.63,1.59,0,0,1
sp|P0DRA5|MASTA_POLDR,1759.14,10.0,-0.214,2.55,0,0,1
sp|P0DTD5|DRS4_AGADC,3059.61,10.3,0.106,4.54,0,0,1
sp|P0DTM2|TP1C_RANCS,1342.66,5.53,1.992,-0.44,0,0,1
sp|P0DTT7|PLS2_PITNO,1858.27,10.0,1.328,1.55,0,0,1
sp|P14215|PPM1_LIMPO,2458.96,10.33,-0.833,6.45,4,1,1
sp|P18252|TAC3_TACGI,2240.74,9.79,-0.482,5.45,4,1,1
sp|P37155|LYSC_FELCA,2313.74,9.19,-0.35,1.53,1,0,1
sp|P40835|BR1A_PELLE,2651.35,9.85,1.104,3.5,2,1,1
sp|P40836|BR1B_PELLE,2480.93,8.03,0.735,0.51,2,1,1
sp|P40841|BR2E_PELLE,3069.6,9.6,-0.024,3.5,2,1,1
sp|P56241|CR34_RANCA,2454.82,6.29,-0.255,-0.45,0,0,1
sp|P56919|TPD_RANTE,1378.7,5.53,1.669,-0.44,0,0,1
sp|P56921|TPF_RANTE,1369.73,8.75,1.854,0.55,0,0,1
sp|P59944|KAX1D_LEIHE,4317.97,9.08,-0.765,4.4,6,1,1
sp|P69836|GRAG_GRASX,2569.18,9.76,1.6,0.59,0,0,1
sp|P80214|PLNA_LACPL,5457.59,10.48,-0.475,9.26,0,0,1
sp|P80397|GGN3_GLARU,3308.97,9.51,0.382,3.49,2,1,1
sp|P81437|FORM2_MYRGU,1807.06,11.0,-1.438,2.55,0,0,1
sp|P81466|DEF2_MESAU,3621.2,8.67,-0.326,2.4,6,1,1
sp|P81468|DEF4_MESAU,3821.44,8.67,-0.2,2.37,6,1,1
sp|P81487|DRS5_PHYBI,2704.15,9.53,0.135,1.55,0,0,1
sp|P81528|ALYS_MYCPH,1817.0,4.49,-0.465,-2.48,0,0,1
sp|P82068|MCU21_RANGE,1879.2,8.59,0.961,0.55,0,0,1
sp|P82069|MCU31_RANGE,2726.17,6.23,0.262,-0.45,0,0,1
sp|P82415|GTX3B_NEOGO,3307.89,10.13,-0.627,4.54,0,0,1
sp|P82417|GTX3D_NEOGO,3164.74,9.7,-0.359,2.54,0,0,1
sp|P82422|LTX2B_NEOGO,2578.23,10.3,0.396,4.54,0,0,1
sp|P82423|WTX1A_NEOGO,2710.35,10.7,0.244,5.54,0,0,1
sp|P82425|WTX1C_NEOGO,2864.58,11.43,0.112,6.54,0,0,1
sp|P82428|WTX1F_NEOGO,2030.49,10.0,1.545,1.55,0,0,1
sp|P82652|TIN2_HOPTI,1368.71,8.08,1.308,0.55,2,1,1
sp|P82828|RN2A_RANLU,3290.98,9.45,0.259,3.49,2,1,1
sp|P82831|TP1B_RANLU,1575.96,10.0,0.786,1.55,0,0,1
sp|P82832|TP1C_RANLU,1604.03,8.76,1.621,0.59,0,0,1
sp|P82833|BR1A_LITBE,2645.34,9.7,1.1,3.5,2,1,1
sp|P82839|ES2B_LITBE,3837.6,9.79,0.392,4.49,2,1,1
sp|P82845|BR1E_LITPI,2595.26,9.7,1.267,3.5,2,1,1
sp|P82848|TP1_LITPI,1369.73,8.75,1.8,0.55,0,0,1
sp|P82881|TP1B_LITCL,1431.8,8.75,1.862,0.55,0,0,1
sp|P82884|TP1E_LITCL,1461.83,8.75,1.815,0.55,0,0,1
sp|P83142|AFP2S_MALPA,2027.11,5.1,-2.825,-1.75,0,0,1
sp|P83171|GNK1_GINBI,4213.7,11.71,-0.18,2.64,0,0,1
sp|P83191|PS4_PSEPD,2511.96,9.7,0.213,1.62,0,0,1
sp|P83247|TOP1_OXYTA,5221.27,11.26,-0.204,9.54,0,0,1
sp|P83249|TOP2B_OXYTA,4146.83,10.3,-0.546,6.54,0,0,1
sp|P83314|NDB2S_OPICA,4870.56,9.78,-0.541,3.54,0,0,1
sp|P83416|VIRE_HELVI,4389.2,10.84,-0.273,8.61,0,0,1
sp|P83638|DRS1_PHYDS,3152.65,10.0,0.191,3.54,0,0,1
sp|P84263|DAH12_RANDH,1436.69,5.84,1.092,-0.44,0,0,1
sp|P84273|DAH11_RANDH,1432.7,5.84,1.177,-0.44,0,0,1
sp|P84274|PA1A_LITPA,3159.87,9.79,0.239,4.54,2,1,1
sp|P84275|PA1B_LITPA,3144.86,10.05,0.239,5.54,2,1,1
sp|P84277|PA1D_LITPA,2847.55,9.79,0.322,4.54,2,1,1
sp|P84279|RN2B_LITPA,3188.68,9.39,0.313,2.5,2,1,1
sp|P84566|PLS1_PITHY,2016.35,8.76,0.779,0.63,0,0,1
sp|P84840|ES1_PELSA,4921.89,9.83,0.061,5.49,2,1,1
sp|P84842|BR2C_PELSA,3521.16,9.6,0.179,3.5,2,1,1
sp|P84886|CURVA_LATCU,3024.3,8.07,-0.36,0.59,2,1,1
sp|P84904|PLS10_PITHY,2086.44,7.02,1.237,-0.33,0,0,1
sp|P84910|CYT2_CAPHI,1672.81,4.22,-0.4,-3.43,1,0,1
sp|P84962|DIV35_CARDV,4525.17,8.8,-0.188,2.09,4,1,1
sp|P85090|OCE4_LEPOE,2275.68,5.96,0.81,-0.45,0,0,1
sp|P86019|RN2_PELRI,1942.4,9.85,0.612,3.55,2,1,1
sp|P86152|BR2EJ_PELRI,3182.76,9.6,0.103,3.5,2,1,1
sp|P86154|BR2EG_PELRI,3372.94,9.31,-0.009,2.54,2,1,1
sp|P86363|OSMO_CALPC,4133.61,10.76,-0.025,2.58,1,0,1
sp|P86415|HALCY_HALPP,2733.09,11.0,0.377,1.63,0,0,1
sp|P86527|NLTP1_NIGSA,3652.25,8.52,-0.046,1.49,4,1,1
sp|P86548|SBTXB_SOYBN,2758.13,4.68,-0.108,-1.1,0,0,1
sp|P86614|PLS1_PHAJA,2049.37,6.92,1.147,-0.37,0,0,1
sp|P86621|DRT1_PHAJA,3100.57,9.7,0.481,1.25,0,0,1
sp|P86635|DMS1_PHAJA,2597.13,10.3,0.688,2.55,0,0,1
sp|P86941|DRS1_AGASP,3019.47,8.47,0.036,0.6,0,0,1
sp|Q9TWW2|DIP_SARPE,3928.28,6.75,-1.011,-0.41,0,0,1
sp|B3A0M8|ES2JA_ODOJI,3821.62,9.51,0.357,3.5,2,1,1
sp|C0HJH7|TX4A_DINQU,3107.52,9.31,-0.761,1.58,0,0,1
sp|C0HJH9|THNW1_NIGSA,3933.74,9.67,-0.62,8.37,7,1,1
sp|C0HK45|LTX2A_ECTBR,3160.79,10.0,0.289,2.59,0,0,1
sp|C0HK84|MAGB2_XENBO,2409.85,10.0,0.187,2.59,0,0,1
sp|C0HKP8|DMS4_PITNO,3210.68,9.83,0.124,2.55,0,0,1
sp|C0HKP9|PLS4_PITNO,2049.42,8.76,1.111,0.63,0,0,1
sp|C0HKQ4|HYP2_TAROF,3564.35,9.7,-0.309,1.59,0,0,1
sp|C0HL09|BR1B_NIDOK,2417.97,9.7,0.9,1.55,0,0,1
sp|C0HL11|BR1D_NIDOK,2223.78,10.3,1.323,2.55,0,0,1
sp|C0HL60|ABAN1_LIMMU,1248.38,4.37,0.227,-1.44,0,0,1
sp|C0HL68|ES1GA_ODOGR,4863.81,9.63,0.191,4.53,2,1,1
sp|C0HLC1|DRS12_PHYTB,2955.41,9.31,-0.2,1.55,0,0,1
sp|C0HLC4|DRS1_PHYTB,2998.5,9.53,0.075,1.6,0,0,1
sp|C0HLD9|PLS32_PHYTB,2051.49,8.59,1.095,0.55,0,0,1
sp|C0HLV5|MO6_MOROL,2899.18,7.77,-0.2,0.41,6,1,1
sp|C0HLY4|TP1A_RANLT,1466.81,8.75,1.143,0.55,0,0,1
sp|C0HM23|DEF4_NIGSA,5704.6,9.02,-0.726,5.41,8,1,1
sp|C0HM30|TPP_RANTE,1321.65,5.53,1.854,-0.44,0,0,1
sp|C0HM59|TPAVA_RANAR,1311.61,6.0,1.462,-0.44,0,0,1
sp|K4JY29|BSTA_STRSQ,5083.39,4.05,-0.4,-12.73,1,0,1
sp|P01504|MEL_APIFL,2819.43,11.33,0.308,4.55,0,0,1
sp|P01515|MAST_VESXA,1556.96,10.3,0.529,2.55,0,0,1
sp|P0C1M3|CRBLG_VESMG,1522.96,12.0,1.9,1.56,0,0,1
sp|P0C1Z8|TACB1_TACTR,4918.63,9.61,-0.214,6.4,6,1,1
sp|P0C1Z9|TACB2_TACTR,4946.68,9.61,-0.205,6.4,6,1,1
sp|P0C2U6|LYC1_LYCSI,1961.37,9.7,0.25,1.55,0,0,1
sp|P0C2U7|LYC2_LYCSI,1989.39,9.99,0.217,1.55,0,0,1
sp|P0C5W6|BR1A_RANDY,2225.84,9.39,1.585,2.5,2,1,1
sp|P0C5W8|BR1C_RANDY,2277.96,9.39,1.515,2.5,2,1,1
sp|P0C5X4|BR2D_RANDY,3317.96,9.24,0.491,2.5,2,1,1
sp|P0C5X5|BR2E_RANDY,3675.37,9.6,0.559,3.5,2,1,1
sp|P0C8T6|BR2D_PULPI,3418.01,9.24,0.233,2.5,2,1,1
sp|P0C8T7|BR2E_PULPI,3405.02,9.24,0.385,2.5,2,1,1
sp|P0C8U2|TPA_PULPI,1474.87,10.0,1.508,1.55,0,0,1
sp|P0C931|EUME_EUMRU,1645.04,10.3,0.76,2.55,0,0,1
sp|P0CJ31|ASCA7_ASCTR,2559.01,10.18,0.004,3.55,0,0,1
sp|P0DI92|PA2H_BOTMA,3505.12,8.77,-0.048,1.19,2,1,1
sp|P0DMG9|OXLA_BOTFO,1791.89,4.34,-1.533,-3.41,1,0,1
sp|P0DQK4|RN2B_LITST,3703.42,9.14,0.106,2.49,2,1,1
sp|P0DQK9|MDS1_AGALE,1811.28,8.75,1.75,0.55,0,0,1
sp|P0DQW6|ATI2B_ALYOB,1721.13,8.75,1.553,0.55,0,0,1
sp|P0DRA6|MASTB_POLDR,1566.97,10.3,0.65,2.55,0,0,1
sp|P0DSL0|TX1A_MYRRB,1098.29,4.37,0.44,-1.44,0,0,1
sp|P0DTM0|TP1A_RANCS,1369.73,8.75,1.8,0.55,0,0,1
sp|P0DTT9|MDS1_PITNO,1797.25,8.75,1.656,0.55,0,0,1
sp|D4YWD1|TPF_PELSA,5394.89,4.55,-0.918,-5.46,1,0,1
sp|P85214|PROP1_GALME,4322.89,11.0,-1.057,3.59,0,0,1
sp|P84381|XT7_XENTR,1777.2,10.0,1.122,1.55,0,0,1
sp|P84386|XT6_XENTR,1817.18,10.0,0.811,1.55,0,0,1
sp|C0HKQ6|XAC2_XYLAI,1900.44,10.3,1.035,2.59,0,0,1
sp|C0HKQ5|XAC1_XYLAI,1940.46,10.3,0.941,2.62,0,0,1
sp|P84385|XT5_XENTR,1999.42,10.3,0.923,2.55,0,0,1
sp|P86521|AMP_LYMAR,4612.27,8.62,-0.514,3.35,10,1,1
sp|P84528|RNAM_PLESA,1016.03,6.07,-1.49,-0.44,0,0,1
sp|P81591|AMP_IPONI,4325.81,8.76,-0.52,3.36,8,1,1
sp|P0DUJ9|HBB_POTCF,4969.48,6.05,-0.6,-1.38,0,0,1
sp|B3EWC5|AMP_BRELA,1319.7,9.7,1.209,1.55,0,0,1
sp|B3EWQ3|AMP3_TAROF,4409.27,8.21,-0.033,1.44,8,1,1
sp|P83652|ALO2_ACRLO,3635.02,7.78,-0.706,0.44,6,1,1
sp|B3A0L2|AMP19_XENBU,1658.89,5.53,0.484,-0.44,0,0,1
sp|B3EWQ2|AMP2_TAROF,4826.47,7.77,-0.566,0.4,6,1,1
sp|P0CH49|AMP2_SCOMU,3016.68,11.76,-0.712,7.62,0,0,1
sp|B3A0L3|AMP20_XENBU,1787.92,4.05,-0.095,-3.33,0,0,1
sp|P83653|ALO3_ACRLO,3875.37,9.13,-0.944,4.43,6,1,1
sp|C0HJU5|AMP3_STEME,3370.78,8.34,-0.08,1.41,6,1,1
sp|P0CH48|AMP1_SCOMU,2594.05,10.55,-1.133,4.58,0,0,1
sp|P83651|ALO1_ACRLO,3692.11,8.33,-0.874,1.44,6,1,1
sp|B3EWQ1|AMP1_TAROF,4349.06,8.29,-0.361,1.36,6,1,1
sp|B3EWQ6|AMP1_PAEAL,1317.53,8.59,0.108,0.55,0,0,1
sp|O07623|SBOA_BACSU,4325.06,4.78,0.686,-1.79,3,1,1
sp|P0DKH7|AMP1_FAGES,3887.37,8.22,-0.21,1.4,8,1,1
sp|P86706|AMP2_COCNU,1266.42,4.05,0.764,-1.79,0,0,1
sp|P85212|PROP2_GALME,4931.69,9.97,-0.583,1.7,0,0,1
sp|P0DKH8|AMP2_FAGES,3915.38,8.23,-0.225,1.41,8,1,1
sp|P84384|XT4_XENTR,2318.78,10.0,0.173,2.55,0,0,1
sp|P84382|XT2_XENTR,2570.04,10.0,0.252,2.55,0,0,1
sp|P84387|XT1_XENTR,2852.47,11.26,0.422,3.59,0,0,1
sp|P0C005|ANOP_ANOSM,1154.49,11.17,0.63,2.55,0,0,1
sp|P0DI88|OXLA_BOTJA,4298.7,4.65,-0.986,-3.42,1,0,1
sp|P29187|K1A_STIHL,4060.82,9.55,-0.457,6.43,6,1,1
sp|P61507|LYT1_HOGCA,2844.44,10.6,0.064,4.62,0,0,1
sp|P62568|CR11_RANSP,2585.09,7.02,1.188,-0.33,0,0,1
sp|P0C1R0|PROTO_POLPI,1240.57,8.75,1.817,0.55,0,0,1
sp|P0CC16|OXLA_AGKCL,2375.42,4.06,-1.774,-5.39,0,0,1
sp|P0DI89|OXLA_BOTLC,3506.72,4.06,-1.0,-6.41,1,0,1
sp|P0DQD1|PLA2_WALAE,3350.93,8.48,0.217,1.44,4,1,1
sp|P86535|OXLA1_DABRR,2518.57,4.05,-1.295,-8.41,1,0,1
sp|C0HK44|LL3_LASLA,1766.26,10.6,0.373,4.51,0,0,1
sp|P0C023|TX2B_MYRPI,2458.12,9.9,0.857,4.5,2,1,1
sp|P0C1Q4|MASTI_POLPI,1654.99,8.5,0.064,0.55,0,0,1
sp|P0DI90|OXLA2_DABRR,2310.36,4.05,-1.315,-8.46,3,1,1
sp|P0DM51|PA2B1_BOTPA,5652.58,8.61,-0.266,2.43,6,1,1
sp|P0DV18|GTX3B_NEOCU,3261.75,9.41,-0.229,1.6,0,0,1
sp|P56917|TPA_RANTE,1397.75,9.75,1.808,0.56,0,0,1
sp|P57104|TPL_RANTE,1640.97,11.0,0.823,1.55,0,0,1
sp|P82042|UPE35_UPEMJ,1781.15,9.99,0.882,1.55,0,0,1
sp|C0HL84|PNG1_PANCL,1405.73,10.0,0.592,1.59,0,0,1
sp|C0HL98|MAC1_MACFV,1417.84,10.3,1.031,2.55,0,0,1
sp|D3VML5|PZNA_BACVZ,4366.03,6.69,0.356,-0.69,2,1,1
sp|P0C2D1|OXLA_BOTPI,5298.93,5.15,-0.253,-1.4,0,0,1
sp|P69437|PROTO_AGEPP,1210.55,8.75,1.85,0.55,0,0,1
sp|P82851|KKX11_CHEFU,2716.92,5.59,-1.626,-1.5,4,1,1
sp|P83674|LANA_MEDGN,5360.13,4.7,-0.221,-3.75,3,1,1
sp|P84383|XT3_XENTR,2494.88,10.3,0.248,2.55,0,0,1
sp|P0DUG3|BDS2_URTCR,3792.18,8.49,-0.688,1.52,4,1,1
sp|Q7M1F3|DEF1_AESHI,5863.44,7.73,-1.174,0.5,8,1,1
sp|P62328|TYB4_HUMAN,5052.6,5.02,-1.62,-2.73,0,0,1
sp|Q9V8G0|BM03_DROME,4099.89,8.94,0.874,1.23,2,1,1
sp|P46159|DEFB1_BOVIN,4278.05,8.98,-0.042,3.48,6,1,1
sp|B3A0M3|BR2_ODOJI,3367.93,9.31,0.43,2.5,2,1,1
sp|C0HJF7|ITR1_JATCU,3261.6,7.99,-1.307,0.47,2,1,1
sp|C0HJF8|LNGP_ACULO,2126.45,9.52,-0.717,2.23,0,0,1
sp|C0HJS7|CYC20_CLITE,3177.74,8.66,-0.23,2.4,6,1,1
sp|C0HK42|LL1_LASLA,1724.18,10.6,0.193,4.51,0,0,1
sp|C0HKX8|APD1_PIMDI,2281.67,12.0,-1.76,4.59,0,0,1
sp|C0HLN6|TURB_SYNTU,3548.27,8.33,0.269,1.4,6,1,1
sp|C6FX52|NOSM_STRAS,5363.93,4.05,0.18,-10.82,6,1,1
sp|K7N5L0|DEFEU_ASPAM,4344.8,6.87,-0.229,-0.52,6,1,1
sp|P0C1Q7|MAST_VESTR,3712.21,4.3,0.141,-3.34,0,0,1
sp|P0DTK0|MAST_CHACK,1837.26,10.3,1.006,2.55,0,0,1
sp|P36504|DURA_STRGV,2069.34,7.95,-0.189,0.48,3,1,1
sp|P55897|H2A_BUFGR,4262.93,12.0,-0.992,11.63,0,0,1
sp|P83411|SDMI_SPOLI,4611.12,6.27,-0.815,-1.52,6,1,1
sp|P83429|SPHE1_APTPA,4488.36,11.46,-0.061,8.14,6,1,1
sp|P84156|DEFN_ARCDE,4803.36,8.32,-0.418,1.44,6,1,1
sp|P84337|HTRSN_PHYTS,2754.36,9.87,-0.075,3.56,1,0,1
sp|P85057|RN2A_LITSE,2911.4,8.86,0.6,1.5,2,1,1
sp|P85210|CECD_GALME,4255.79,6.47,-0.29,-0.33,0,0,1
sp|P85215|DEF2_GALME,4949.46,6.73,-0.655,-0.56,6,1,1
sp|P86170|MEP_MELAF,2040.62,10.48,0.617,3.58,0,0,1
sp|C0HKX4|APD_VESMC,2101.42,12.0,-1.95,3.29,0,0,1
sp|E8RUP8|ASTX3_ASTEC,5311.92,8.23,-0.573,0.35,0,0,1
sp|P01514|MAST_VESLE,1479.89,10.3,1.157,2.55,0,0,1
sp|P01518|CRBL_VESCR,1496.92,11.0,1.715,1.55,0,0,1
sp|P0C010|KAS1_KASSE,2283.77,8.51,0.833,0.59,0,0,1
sp|P0C1Q5|MASTP_PROSY,1582.93,9.7,0.421,1.55,0,0,1
sp|P0C8P6|THCL_BACCE,1415.68,5.23,1.007,-0.89,6,1,1
sp|P0CJ32|ASCA8_ASCTR,2019.47,10.0,0.737,2.55,0,0,1
sp|P0DQM5|CAP_BURTA,5012.66,11.54,0.04,2.36,0,0,1
sp|P0DQX6|COD_COLDA,1917.45,10.3,1.117,2.59,0,0,1
sp|P42723|TFXA_RHILT,4406.18,10.11,-0.281,6.24,1,0,1
sp|P61541|BDS1_ANTEL,4558.2,8.3,0.076,1.39,6,1,1
sp|P62569|CR11_RANGI,2585.09,7.02,1.188,-0.33,0,0,1
sp|P80666|LANM_STRMG,2424.75,8.52,-0.014,1.45,4,1,1
sp|P81904|H2B3_ICTPU,1926.33,10.3,-1.244,4.27,0,0,1
sp|P83413|CECA_HELVI,3903.67,10.64,-0.111,5.55,0,0,1
sp|P83414|CECB_HELVI,3605.28,10.66,-0.164,5.54,0,0,1
sp|P83637|DRS1_PITOR,2795.24,10.0,0.286,2.55,0,0,1
sp|P83705|HLOA_HALAU,1930.28,8.24,0.672,0.6,1,0,1
sp|P84915|MAST2_POLPI,1614.0,8.59,0.871,0.55,0,0,1
sp|P84920|DEF2_VIGUN,5242.23,9.2,-0.439,6.38,8,1,1
sp|P85058|RN2B_LITSE,2949.6,9.24,0.429,2.55,2,1,1
sp|P85078|3CP2_STRSQ,2185.52,4.05,1.157,-1.54,4,1,1
sp|P85874|MAST_POLMJ,1911.33,10.0,0.247,2.55,0,0,1
sp|P86253|DFB1_EMYOR,4550.33,9.86,-0.29,7.4,6,1,1
sp|P86503|CR16_LITRO,2594.14,8.61,1.224,0.63,0,0,1
sp|B3KYH6|TPC_PELSA,5712.19,4.48,-0.692,-6.42,1,0,1
sp|C0HKY0|APD3_PIMDI,2254.64,12.0,-1.625,4.59,0,0,1
sp|C0HL47|BR1A_RANIT,2215.91,9.39,1.525,2.5,2,1,1
sp|P01476|MYX1_CROVV,4827.75,9.47,-1.04,7.46,6,1,1
sp|P0C912|THCL1_AMISM,1364.64,5.23,1.107,-0.89,6,1,1
sp|P0DQX4|HAL1_HALST,1410.73,11.0,0.367,1.59,0,0,1
sp|P0DQX5|HAL2_HALST,1453.84,10.3,0.067,2.59,0,0,1
sp|P34084|HIS1_MACFA,4803.04,9.6,-2.455,2.91,0,0,1
sp|P82321|TERN_PSEUS,4221.83,8.96,-0.153,3.49,6,1,1
sp|P83399|DEF1_VIGUN,5172.88,8.97,-0.457,4.43,8,1,1
sp|P83415|CECC_HELVI,3751.49,10.64,-0.358,5.55,0,0,1
sp|P83545|CHY1_PAGMA,2892.42,12.0,-0.0,4.7,0,0,1
sp|P83547|CHY3_PAGMA,2286.72,11.71,0.345,2.63,0,0,1
sp|P85054|ES1SB_LITSE,4939.93,9.87,-0.035,6.49,2,1,1
sp|P85065|LAN91_MICS0,2354.64,5.47,0.333,-0.6,5,1,1
sp|P85211|LEB1_GALME,4819.3,4.51,-0.774,-4.3,0,0,1
sp|P85870|DCRLN_OREDC,1256.58,11.0,1.227,1.25,0,0,1
sp|P86921|HPS6_PITHY,1519.92,12.0,0.493,3.55,0,0,1
sp|A0SPI0|MASTC_VESMG,3982.56,4.53,0.008,-2.72,0,0,1
sp|B3A0M6|NIG2A_ODOJI,2034.53,9.39,1.1,2.5,2,1,1
sp|B3EWY5|LUCFE_LUCCU,4136.77,8.96,0.085,3.53,6,1,1
sp|C0HJS6|CYC19_CLITE,3149.77,8.9,-0.04,3.4,6,1,1
sp|C0HK43|LL2_LASLA,1738.21,10.6,0.213,4.51,0,0,1
sp|C0HKH6|CYC11_CHACT,3016.6,6.03,0.607,-0.6,6,1,1
sp|C0HKQ3|KTI1_INGVE,2953.24,4.32,-0.231,-2.34,0,0,1
sp|C0HL57|NDB4C_ISOMC,1709.08,8.75,1.681,0.55,0,0,1
sp|C0HL85|PNGK_PANCL,2754.53,9.56,0.188,5.44,4,1,1
sp|C0HL86|PNGR_PANCL,2782.55,9.62,0.164,5.44,4,1,1
sp|H7C8I3|LARIA_RHOJO,5074.73,10.64,-0.709,5.31,0,0,1
sp|P0C2D3|OXLA_ERIMA,3097.34,4.12,-0.656,-5.39,0,0,1
sp|P0C8P7|THCL_BACBA,1415.68,5.23,1.007,-0.89,6,1,1
sp|P0CD70|OSM_OSMRU,1926.39,10.0,0.806,2.58,0,0,1
sp|P0CJ38|MASTE_EUMRB,1475.84,8.59,1.214,0.55,0,0,1
sp|P0DI86|OXLA_BOTAL,2195.34,4.08,-0.917,-4.39,0,0,1
sp|P0DSM4|WTX1B_NEOAP,2697.35,10.6,0.592,4.54,0,0,1
sp|P36502|DURB_STRGW,2063.34,7.96,-0.168,0.48,3,1,1
sp|P83430|SPHE2_APTPA,4507.4,11.63,-0.095,9.11,6,1,1
sp|P83546|CHY2_PAGMA,2920.43,12.0,-0.024,4.7,0,0,1
sp|P83619|TXC1A_CUPSA,3799.53,10.3,-0.131,6.54,0,0,1
sp|P83952|WAPA_OXYMI,5610.48,8.69,-1.274,3.34,8,1,1
sp|P85056|BR1_LITSE,2442.04,10.11,1.052,3.5,2,1,1
sp|P86163|OXLA_APLDA,2731.01,6.1,-0.246,-0.52,3,1,1
sp|P86783|2SS_TAROF,5162.68,5.01,-1.214,-1.24,6,1,1
sp|Q7M0J8|THCL_PLARO,1412.68,5.23,1.007,-0.89,6,1,1
sp|B3A0M7|NIG2B_ODOJI,2080.62,9.39,1.124,2.5,2,1,1
sp|B3KYH4|TPA_PELSA,5699.3,4.52,-0.668,-5.46,1,0,1
sp|C0HJS2|CYC15_CLITE,3190.78,8.89,-0.259,3.4,6,1,1
sp|C0HJS3|CYC16_CLITE,3132.62,8.34,-0.223,1.44,6,1,1
sp|C0HL07|RN2_NIDOK,3187.78,9.59,0.237,3.19,2,1,1
sp|C0HL08|BR1A_NIDOK,2291.84,10.3,1.041,2.55,0,0,1
sp|C0HL10|BR1C_NIDOK,2273.8,10.3,1.159,2.55,0,0,1
sp|C0HL73|NIG2B_ODOGR,2080.62,9.39,1.09,2.5,2,1,1
sp|C0HLD8|PLS31_PHYTB,2050.51,10.0,1.095,1.55,0,0,1
sp|P0C022|MAST_ANTFM,1523.94,10.3,1.057,2.55,0,0,1
sp|P0CAP0|DBTEW_CARCR,4079.97,9.54,-0.608,7.43,6,1,1
